"","기업명","본사주소","직원수","2020년매출액(천원)","입사율(연간 입사자)","퇴사율(연간 퇴사자"
"558","피아이첨단소","충북 진천군 이월면 고등1길 27","200명 이상 ~ 400명 미만","261,788,779","11.07 % (32 명)","7.27 % (21 명)"
"559","한국철도공사","대전 동구 중앙로 240","1,000명 이상","5000억 이상 ~","17.82 % (3409 명)","12.01 % (2298 명)"
"560","()대구경북과학기술원","대구 달성군 현풍읍 테크노중앙대로 333","400명 이상 ~ 700명 미만",NA,"103.46 % (359 명)","82.13 % (285 명)"
"561","모젯","서울 강남구 선릉로 513, 13층","20명 이상 ~ 40명 미만",NA,"70.00 % (21 명)","100.00 % (30 명)"
"562","이노룰스","서울 송파구 법원로6길 7, 12층","70명 이상 ~ 100명 미만","10,634,043","42.53 % (37 명)","29.89 % (26 명)"
"563","퍼틸레인",NA,NA,NA,NA,NA
"564","핸드스튜디오","서울 강남구 언주로 637, 5층","40명 이상 ~ 70명 미만","10억원 ~ 50억원","48.57 % (17 명)","28.57 % (10 명)"
"565","현대드림투어","서울 서초구 남부순환로 2583","100명 이상 ~ 200명 미만","6,170,082","10.42 % (15 명)","9.72 % (14 명)"
"566","휴노","서울 마포구 마포대로 109, 101동 1002호,1003호1004호,","100명 이상 ~ 200명 미만","100억원 ~ 500억원","50.52 % (49 명)","40.21 % (39 명)"
"567","휴먼컨설팅그룹","서울 서초구 사평대로 343, 3층","100명 이상 ~ 200명 미만","20,096,425","32.14 % (45 명)","20.71 % (29 명)"
"568","고려특수선","경남 양산시 어실로 43","200명 이상 ~ 400명 미만","206,076,034","26.99 % (44 명)","23.31 % (38 명)"
"569","국가과학기술인력개발원","충북 청주시 청원구 오창읍 양청4길 45","100명 이상 ~ 200명 미만",NA,"26.67 % (28 명)","24.76 % (26 명)"
"570","금호석유화학","서울 중구 청계천로 100","1,000명 이상","3,489,720,117","46.06 % (432 명)","14.39 % (135 명)"
"571","농촌진흥청","전북 전주시 완산구 농생명로 300","100명 이상 ~ 200명 미만",NA,"32.09 % (60 명)","39.57 % (74 명)"
"572","선엔지니어링종합건축사사무소","충북 청주시 상당구 사직대로361번길 91","200명 이상 ~ 400명 미만","46,755,057","35.43 % (107 명)","29.14 % (88 명)"
"573","시스멕스코리아","서울 강남구 테헤란로 203, 3층","100명 이상 ~ 200명 미만","55,907,570","10.28 % (11 명)","12.15 % (13 명)"
"574","아시아신탁","서울 강남구 영동대로 416, 13층","100명 이상 ~ 200명 미만",NA,"12.96 % (21 명)","12.35 % (20 명)"
"575","에이피티씨","경기 이천시 마장면 서이천로 58-47","40명 이상 ~ 70명 미만","93,030,436","31.67 % (19 명)","18.33 % (11 명)"
"576","엘지이노텍","서울 강서구 마곡중앙10로 30","1,000명 이상","9,290,257,034","57.52 % (6121 명)","43.42 % (4620 명)"
"577","우리투자증권",NA,NA,NA,NA,NA
"578","이니스프리","서울 용산구 한강대로 100","200명 이상 ~ 400명 미만","348,595,930","16.16 % (58 명)","21.73 % (78 명)"
"579","한국한의학연구원","대전 유성구 유성대로 1672, 1층","200명 이상 ~ 400명 미만",NA,"15.30 % (54 명)","16.15 % (57 명)"
"580","해성디에스","경남 창원시 성산구 웅남로 726","1,000명 이상","458,746,168","31.86 % (381 명)","25.84 % (309 명)"
"581","나이키코리아","서울 강남구 테헤란로 152, 30층","1,000명 이상","1,293,558,667","42.69 % (590 명)","36.54 % (505 명)"
"582","다우데이타","서울 마포구 독막로 311, 5층, 11층","100명 이상 ~ 200명 미만","199,691,975","16.17 % (27 명)","17.37 % (29 명)"
"583","이마트","서울 성동구 뚝섬로 377","1,000명 이상","14,213,755,650","23.04 % (6304 명)","23.82 % (6515 명)"
"584","한라","서울 송파구 올림픽로 289","1,000명 이상","1,442,069,020","52.66 % (624 명)","42.28 % (501 명)"
"585","라온시큐어","서울 강남구 테헤란로 145, 18층","100명 이상 ~ 200명 미만","28,479,792","26.67 % (52 명)","44.62 % (87 명)"
"586","삼성카드","서울 중구 세종대로 67","1,000명 이상",NA,"11.54 % (233 명)","11.94 % (241 명)"
"587","에스씨존슨코리아",NA,NA,NA,NA,NA
"588","위시컴퍼니","서울 강남구 테헤란로 211, 14층","70명 이상 ~ 100명 미만","51,379,242","52.70 % (39 명)","33.78 % (25 명)"
"589","하이드로텍","대구 달서구 성서로68길 3","40명 이상 ~ 70명 미만","24,900,516","39.53 % (17 명)","20.93 % (9 명)"
"590","한국바스프","전남 여수시 여수산단2로 284","1,000명 이상","1,909,568,885","10.11 % (105 명)","10.78 % (112 명)"
"591","한온시스템","대전 대덕구 신일서로 95","1,000명 이상","2,680,084,688","10.67 % (234 명)","11.35 % (249 명)"
"592","에이전트소프트","서울 구로구 디지털로33길 12, 211호","1명 이상 ~ 20명 미만","50억원 ~ 100억원","22.22 % (4 명)","16.67 % (3 명)"
"593","푸시","서울 영등포구 여의나루로 57, 13층 1301호","40명 이상 ~ 70명 미만","10억원 ~ 50억원","107.84 % (55 명)","127.45 % (65 명)"
"594","경북대학교병원","대구 중구 동덕로 130","200명 이상 ~ 400명 미만",NA,"115.59 % (341 명)","126.10 % (372 명)"
"595","군인공제회","서울 강남구 남부순환로 2806","200명 이상 ~ 400명 미만","5000억 이상 ~","12.45 % (31 명)","12.45 % (31 명)"
"596","다이텍연구원","대구 서구 달서천로 92","100명 이상 ~ 200명 미만","100억원 ~ 500억원","21.05 % (28 명)","21.05 % (28 명)"
"597","부산관광공사","부산 해운대구 센텀중앙로 79, 18층","70명 이상 ~ 100명 미만",NA,"59.52 % (50 명)","45.24 % (38 명)"
"598","서울산업진흥원",NA,NA,NA,NA,NA
"599","신젠타코리아","전북 익산시 석암로11길 87","200명 이상 ~ 400명 미만","125,644,311","27.04 % (53 명)","16.84 % (33 명)"
"600","SK브로드밴드","경북 상주시 낙양8길 66",NA,NA,NA,NA
"601","에이치에스애드","서울 마포구 마포대로 155","400명 이상 ~ 700명 미만","220,638,240","43.27 % (241 명)","41.47 % (231 명)"
"602","울산테크노파크()",NA,NA,NA,NA,NA
"603","인테그리스코리아","경기 화성시 장안면 장안공단3길 16","200명 이상 ~ 400명 미만","329,008,228","34.85 % (115 명)","49.09 % (162 명)"
"604","잡플래닛","경기 수원시 권선구 덕영대로 1103, 2층",NA,NA,NA,NA
"605","한국게이츠","대구 달성군 논공읍 논공로 523","-",NA,"0.00 % (0 명)","100.00 % (7 명)"
"606","한국필립모리스","서울 영등포구 국제금융로 10, 25층","700명 이상 ~ 1000명 미만","590,503,687","9.66 % (95 명)","12.21 % (120 명)"
"607","()성남문화단",NA,NA,NA,NA,NA
"608","나스미디어","서울 강남구 도곡로1길 14, 3층,4층,5층","400명 이상 ~ 700명 미만","82,057,612","41.64 % (152 명)","31.78 % (116 명)"
"609","벨아이앤에스","서울 서대문구 충정로 8","40명 이상 ~ 70명 미만",NA,"29.51 % (18 명)","18.03 % (11 명)"
"610","에스비에스엠앤씨","서울 종로구 종로 1, 11층","70명 이상 ~ 100명 미만","74,567,180","15.29 % (13 명)","9.41 % (8 명)"
"611","오파스넷","서울 강남구 테헤란로 512, 10층","200명 이상 ~ 400명 미만","111,973,363","38.76 % (119 명)","36.48 % (112 명)"
"612","진학사","서울 종로구 경희궁길 34","100명 이상 ~ 200명 미만","13,885,291","103.57 % (145 명)","75.00 % (105 명)"
"613","크래프톤","서울 강남구 테헤란로 231","1,000명 이상","95,437,031","50.50 % (602 명)","16.86 % (201 명)"
"614","티엠씨케이",NA,NA,NA,NA,NA
"615","펫프렌즈","서울 강남구 도산대로4길 15, 지하2층, 지하1층, 1층, 2층, 3층, 4층, 5층","100명 이상 ~ 200명 미만","100억원 ~ 500억원","117.17 % (116 명)","79.80 % (79 명)"
"616","새마을금고중앙회",NA,NA,NA,NA,NA
"617","세아제강","서울 마포구 양화로 45","400명 이상 ~ 700명 미만","1,150,466,165","19.08 % (29 명)","13.82 % (21 명)"
"618","신한캐피탈","경기 안산시 단원구 당곡로 17","200명 이상 ~ 400명 미만",NA,"20.48 % (51 명)","18.07 % (45 명)"
"619","씨비알이코리아","서울 종로구 종로 47, 19층","200명 이상 ~ 400명 미만","79,219,820","48.09 % (126 명)","37.79 % (99 명)"
"620","에이아이지손해보험","서울 영등포구 국제금융로 10, 27층","200명 이상 ~ 400명 미만",NA,"11.88 % (43 명)","10.50 % (38 명)"
"621","엔도어즈",NA,NA,NA,NA,NA
"622","케이씨코트렐","서울 마포구 상암산로 34, 12층","200명 이상 ~ 400명 미만","303,185,515","75.18 % (209 명)","19.42 % (54 명)"
"623","한국기술교육대학교",NA,NA,NA,NA,NA
"624","한국소방산업기술원","경기 용인시 기흥구 지삼로 331","200명 이상 ~ 400명 미만",NA,"27.49 % (91 명)","23.56 % (78 명)"
"625","한국정보통신","서울 중구 세종대로 39, 7층","200명 이상 ~ 400명 미만","490,304,218","13.28 % (32 명)","12.86 % (31 명)"
"626","한양사이버대학교","서울 성동구 왕십리로 222","200명 이상 ~ 400명 미만",NA,"112.50 % (243 명)","108.33 % (234 명)"
"627","한화에너지","세종 한누리대로 411","400명 이상 ~ 700명 미만","625,715,907","10.00 % (45 명)","14.44 % (65 명)"
"628","()한국건설생활환경시험연구원","서울 금천구 가산디지털1로 199","-","1000억원 ~ 5000억원","0.00 % (0 명)","0.00 % (0 명)"
"629","박스터","서울 종로구 종로 1, 10층 1001호","200명 이상 ~ 400명 미만","242,600,467","13.19 % (36 명)","17.58 % (48 명)"
"630","선데이토즈","경기 성남시 분당구 황새울로360번길 42, 9층,14층","200명 이상 ~ 400명 미만","90,682,832","24.83 % (71 명)","28.67 % (82 명)"
"631","슈피겐코리아","서울 강남구 봉은사로 446","200명 이상 ~ 400명 미만","241,905,028","17.76 % (65 명)","24.32 % (89 명)"
"632","스푼라디오","서울 강남구 테헤란로 412, , 16,17층","70명 이상 ~ 100명 미만","49,113,495","36.96 % (51 명)","64.49 % (89 명)"
"633","연합뉴스","서울 종로구 율곡로2길 25","700명 이상 ~ 1000명 미만","183,611,400","11.83 % (102 명)","13.11 % (113 명)"
"634","코람코자산신탁","서울 강남구 삼성로 511, 4층","200명 이상 ~ 400명 미만",NA,"42.36 % (86 명)","34.48 % (70 명)"
"635","코리아트리즈","부산 해운대구 센텀동로 99, 711호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","45.00 % (9 명)","65.00 % (13 명)"
"636","크린컨테크","서울 금천구 벚꽃로 278, 1501호","1명 이상 ~ 20명 미만",NA,"17.39 % (4 명)","47.83 % (11 명)"
"637","나이스평가정보","서울 영등포구 은행로 17","700명 이상 ~ 1000명 미만","381,901,466","32.60 % (221 명)","26.11 % (177 명)"
"638","노루오토코팅","경기 화성시 장안면 장안공단7길 28","200명 이상 ~ 400명 미만","125,580,114","2.99 % (6 명)","4.48 % (9 명)"
"639","더페이스샵 (매장)",NA,NA,NA,NA,NA
"640","동화기업","인천 서구 가정로97번길 28","700명 이상 ~ 1000명 미만","380,917,302","15.29 % (111 명)","13.64 % (99 명)"
"641","로보티즈","서울 강서구 마곡중앙5로1길 37","100명 이상 ~ 200명 미만","17,014,598","18.70 % (23 명)","13.82 % (17 명)"
"642","롯데시네마 (매장)",NA,NA,NA,NA,NA
"643","문화체육관광부","세종 갈매로 388","40명 이상 ~ 70명 미만",NA,"98.08 % (51 명)","78.85 % (41 명)"
"644","신영이에스디","강원 춘천시 남산면 종자리로 9","40명 이상 ~ 70명 미만","10억원 ~ 50억원","33.33 % (16 명)","31.25 % (15 명)"
"645","쌍용씨앤이","서울 중구 수표로 34","1,000명 이상","992,643,779","9.98 % (102 명)","6.16 % (63 명)"
"646","엠케이에스코리아","경기 용인시 기흥구 원고매로 12, 6층","200명 이상 ~ 400명 미만","308,297,935","21.69 % (41 명)","11.64 % (22 명)"
"647","제이티인터내셔널코리아","서울 종로구 종로 51, 12층","400명 이상 ~ 700명 미만","193,252,562","10.69 % (51 명)","11.11 % (53 명)"
"648","카페24","서울 동작구 보라매로5길 15","1,000명 이상","172,419,130","29.25 % (341 명)","17.67 % (206 명)"
"649","코스모신소","충북 충주시 충주호수로 36","200명 이상 ~ 400명 미만","204,252,718","9.01 % (30 명)","6.01 % (20 명)"
"650","콘티넨탈오토모티브일렉트로닉스","세종 부강면 금호선말길 74-7","400명 이상 ~ 700명 미만","5000억 이상 ~","21.56 % (158 명)","26.47 % (194 명)"
"651","한국애브비","서울 강남구 영동대로 421, 6층","100명 이상 ~ 200명 미만","146,733,306","25.88 % (44 명)","14.71 % (25 명)"
"652","한국해양수산개발원","부산 영도구 해양로301번길 26","200명 이상 ~ 400명 미만","100억원 ~ 500억원","41.50 % (127 명)","37.91 % (116 명)"
"653","교보문고","서울 종로구 종로 1","1,000명 이상","694,171,789","57.88 % (815 명)","54.55 % (768 명)"
"654","대홍기획","서울 중구 통일로 10","400명 이상 ~ 700명 미만","228,748,452","43.72 % (188 명)","39.30 % (169 명)"
"655","한국일보사","서울 중구 세종대로 17","200명 이상 ~ 400명 미만","67,585,482","20.34 % (71 명)","15.19 % (53 명)"
"656","델인터내셔널","서울 강남구 테헤란로 152, 18층","200명 이상 ~ 400명 미만","652,196,546","144.79 % (514 명)","14.37 % (51 명)"
"657","도프텍","서울 중구 통일로 86, 401호. 402호. 403호. 404호. 405호. 406호","70명 이상 ~ 100명 미만","50억원 ~ 100억원","30.36 % (17 명)","7.14 % (4 명)"
"658","동아에스티","서울 동대문구 천호대로 64","1,000명 이상","586,576,702","13.84 % (224 명)","11.50 % (186 명)"
"659","동우화인켐","전북 익산시 약촌로 132","1,000명 이상","2,511,441,484","5.06 % (20 명)","5.57 % (22 명)"
"660","뚜레쥬르 (매장)",NA,NA,NA,NA,NA
"661","아름다운가게","경기 김포시 양촌읍 양곡1로68번길 59, 106동 302호",NA,NA,NA,NA
"662","인사커뮤니케이션","서울 성동구 연무장5가길 25, 1007호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","48.15 % (13 명)","66.67 % (18 명)"
"663","전능아이티","서울 서초구 효령로53길 21, 2층 905호","70명 이상 ~ 100명 미만","10억원 ~ 50억원","160.61 % (53 명)","48.48 % (16 명)"
"664","충남대학교","대전 유성구 대학로 99",NA,NA,NA,NA
"665","카본코드테크놀로지","서울 영등포구 여의공원로 111, 3층","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"666","한국공항공사","서울 강서구 하늘길 78","1,000명 이상","5000억 이상 ~","12.13 % (306 명)","9.47 % (239 명)"
"667","현대에이치앤에스","서울 강동구 올림픽로 753",NA,NA,NA,NA
"668","(사)대한산업안전협회","서울 구로구 공원로 70","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","43.35 % (287 명)","37.31 % (247 명)"
"669","누리봄","서울 금천구 가산디지털2로 114, 302호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","27.78 % (5 명)","16.67 % (3 명)"
"670","셀트리온","인천 연수구 아카데미로 23","1,000명 이상","1,689,786,997","15.92 % (343 명)","15.68 % (338 명)"
"671","스펙트라","서울 서초구 반포대로27길 16, 3층","100명 이상 ~ 200명 미만",NA,"21.43 % (21 명)","17.35 % (17 명)"
"672","창신아이엔씨","부산 사하구 장평로 242","700명 이상 ~ 1000명 미만","1,372,429,057","8.30 % (78 명)","9.26 % (87 명)"
"673","플레시먼힐러드코리아","서울 강남구 도산대로 139, 7층","40명 이상 ~ 70명 미만",NA,"29.79 % (14 명)","23.40 % (11 명)"
"674","대한법률구조공단","경북 김천시 혁신2로 26","700명 이상 ~ 1000명 미만",NA,"10.44 % (86 명)","11.89 % (98 명)"
"675","디에이치엘코리아","서울 마포구 백범로28길 22","1,000명 이상","589,514,526","15.44 % (222 명)","12.31 % (177 명)"
"676","바이로메드",NA,NA,NA,NA,NA
"677","분당서울대학교병원","서울 종로구 대학로 101","200명 이상 ~ 400명 미만",NA,"224.78 % (753 명)","218.81 % (733 명)"
"678","뷰웍스","경기 안양시 동안구 부림로170번길 41-3","400명 이상 ~ 700명 미만","147,531,395","31.78 % (116 명)","20.82 % (76 명)"
"679","빅픽처인터렉티브","서울 금천구 두산로9길 31","70명 이상 ~ 100명 미만","10억원 ~ 50억원","97.92 % (47 명)","43.75 % (21 명)"
"680","서강대학교",NA,NA,NA,NA,NA
"681","설로인","서울 강남구 논현로 805, 지하 1층-1층","70명 이상 ~ 100명 미만","50억원 ~ 100억원","196.15 % (102 명)","130.77 % (68 명)"
"682","엘아이지손해보험","서울 강남구 테헤란로 312, 7층",NA,NA,NA,NA
"683","와이즈웨딩",NA,NA,NA,NA,NA
"684","카누크리에이션","서울 금천구 디지털로9길 47, 7층 704-1 51호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"685","한화케미칼",NA,NA,NA,NA,NA
"686","헤럴드 헤럴드경제",NA,NA,NA,NA,NA
"687","다우기술","경기 용인시 수지구 디지털벨리로 81, 6층","400명 이상 ~ 700명 미만","246,162,182","21.88 % (119 명)","13.42 % (73 명)"
